time,commits_tot,pending_tx_rate,reject_tot,block_num_tot,msg_sent_rate,blocks_count,pending_tx_tot,tx_in_process_rate,rest_api_batch_rate,commits_rate,msg_receive_rate,tx_exec_rate,reject_rate,block_num_rate,test_name
1620748910,1148.9444444444443,9.883333333333333,0.0,214.44444444444449,392.5,215.0,188.88888888888889,6.0,6.7,9.344444444444434,7841.1,9.097222222222218,0.0,0.2944444444444457,25tps|18_nodes
1620748920,1230.764705882353,12.605228758169934,0.0,217.11764705882356,392.5,217.58823529411765,314.94117647058823,6.0,8.45999999999999,8.182026143790859,2000.3,10.169607843137248,0.0,0.2673202614379079,25tps|18_nodes
1620748930,1299.388888888889,13.155882352941177,0.0,219.33333333333331,1213.2,219.66666666666663,446.5,4.0,10.320000000000004,6.862418300653599,12305.4,7.741666666666663,0.0,0.2215686274509806,25tps|18_nodes
1620748940,1365.611111111111,14.927777777777782,0.0,221.66666666666663,283.0,221.88888888888889,595.7777777777778,4.0,12.010000000000014,6.622222222222217,7352.5,7.080392156862752,0.0,0.2333333333333314,25tps|18_nodes
1620748950,1431.0555555555557,15.33888888888888,0.0,224.11111111111111,277.3,224.33333333333331,749.1666666666666,4.0,13.819999999999984,6.544444444444457,7366.6,7.269444444444446,0.0,0.2444444444444457,25tps|18_nodes
1620748960,1506.611111111111,14.23888888888889,0.0,226.33333333333331,322.7,226.83333333333331,891.5555555555555,4.2,15.55,7.555555555555543,7290.5,8.397222222222217,0.0,0.2222222222222228,25tps|18_nodes
1620748970,1584.388888888889,13.555555555555554,0.0,228.27777777777777,263.9,228.61111111111111,1027.111111111111,4.2,17.35,7.777777777777783,7385.4,8.797222222222228,0.0,0.1944444444444428,25tps|18_nodes
1620748980,1657.8333333333333,14.794444444444457,0.0,230.27777777777777,235.4,230.61111111111111,1175.0555555555557,4.2,19.430000000000017,7.344444444444434,7317.4,7.691666666666663,0.0,0.2,25tps|18_nodes
1620748990,1720.1666666666667,16.566666666666652,0.0,232.22222222222223,239.4,232.61111111111111,1340.7222222222222,4.2,21.66999999999998,6.2333333333333485,7119.3,7.21388888888888,0.0,0.1944444444444457,25tps|18_nodes
1620749000,1783.4444444444443,15.1,0.0,234.27777777777777,241.7,234.61111111111111,1491.7222222222222,0.7,22.2,6.32777777777776,7115.6,6.788888888888891,0.0,0.2055555555555543,25tps|18_nodes
1620749010,1847.055555555556,13.722222222222218,0.0,236.33333333333331,267.8,236.88888888888889,1628.9444444444443,7.3,22.24000000000001,6.361111111111131,7159.4,7.477777777777783,0.0,0.2055555555555571,25tps|18_nodes
1620749020,1924.888888888889,15.427777777777782,0.0,238.72222222222223,268.8,239.33333333333331,1783.2222222222222,7.3,22.15999999999999,7.783333333333326,7196.4,8.191666666666674,0.0,0.2388888888888885,25tps|18_nodes
1620749030,1989.9444444444443,13.538888888888891,0.0,240.66666666666663,259.2,241.27777777777777,1918.611111111111,0.8,22.109999999999992,6.505555555555543,6816.9,7.875,0.0,0.1944444444444428,25tps|18_nodes
1620749040,2076.222222222222,15.82222222222224,0.0,243.16666666666663,288.1,243.55555555555557,2076.833333333333,3.1,22.15,8.627777777777784,7253.5,8.344444444444434,0.0,0.25,25tps|18_nodes
