"time","commits_tot","pending_tx_rate","reject_tot","block_num_tot","msg_sent_rate","blocks_count","pending_tx_tot","tx_in_process_rate","rest_api_batch_rate","commits_rate","msg_receive_rate","tx_exec_rate","reject_rate","block_num_rate","test_name"
1620446170,1213.08333333333,0.35,0,211.916666666667,82.7666666666667,212.5,2.16666666666667,0.4,5.03,9.325,478.866666666667,10.5625,0,0.95,"10tps|4_nodes"
1620446180,1309.58333333333,0.016666666666667,0,221.75,85.5,222.333333333333,2.33333333333333,0.166666666666667,5.50000000000001,9.65,491.733333333333,12.3208333333333,0,0.983333333333333,"10tps|4_nodes"
1620446190,1405.08333333333,0.1,0,231.333333333333,84.3,231.916666666667,2.75,0.133333333333333,5.94333333333333,9.55,487.233333333333,12.5041666666667,0,0.958333333333333,"10tps|4_nodes"
1620446200,1499.33333333333,0.05,0,240.916666666667,84.1333333333333,241.416666666667,3.25,0.133333333333333,6.39999999999999,9.425,486.4,12.4458333333333,0,0.958333333333333,"10tps|4_nodes"
1620446210,1597.08333333333,0.041666666666667,0,250.583333333333,85.5333333333333,251,3,0.366666666666667,6.84333333333334,9.775,494.233333333333,12.5583333333333,0,0.966666666666667,"10tps|4_nodes"
1620446220,1692.5,0.033333333333333,0,260.083333333333,84.1333333333333,260.416666666667,2.66666666666667,0.433333333333333,7.34,9.54166666666667,487.5,12.6,0,0.95,"10tps|4_nodes"
1620446230,1787.91666666667,0.041666666666667,0,269.666666666667,85.3,270.166666666667,3.08333333333333,0.266666666666667,8.12333333333333,9.54166666666667,492.8,12.5875,0,0.958333333333333,"10tps|4_nodes"
1620446240,1881.83333333333,0.058333333333333,0,279.083333333333,83.8,279.583333333333,3.08333333333333,0.1,9.04333333333333,9.39166666666667,486.566666666667,12.5708333333333,0,0.941666666666666,"10tps|4_nodes"
1620446250,1979.66666666667,0.058333333333333,0,288.75,85.6666666666667,289.083333333333,1.83333333333333,0.233333333333333,9.39666666666667,9.78333333333333,495.6,12.6041666666667,0,0.966666666666667,"10tps|4_nodes"
1620446260,2074.33333333333,0.133333333333333,0,298.416666666667,85.3,298.75,2.16666666666667,0.433333333333333,9.56,9.46666666666667,491.4,12.6791666666667,0,0.966666666666667,"10tps|4_nodes"
1620446270,2170.58333333333,0.116666666666667,0,308.166666666667,84.4,308.583333333333,3.33333333333333,0.366666666666667,9.56000000000001,9.625,485.666666666667,12.4625,0,0.975,"10tps|4_nodes"
1620446280,2266.5,0.075,0,318,84.9,318.5,2.83333333333333,0.233333333333333,9.55,9.59166666666667,487.966666666667,12.3458333333333,0,0.983333333333333,"10tps|4_nodes"
1620446290,2361.66666666667,0.158333333333333,0,327.583333333333,83.7,328,2.25,0.266666666666667,9.55666666666667,9.51666666666667,483,12.3458333333333,0,0.958333333333333,"10tps|4_nodes"
1620446300,2457.58333333333,0.15,0,337.333333333333,84.5333333333333,337.666666666667,3.25,0.2,9.53666666666666,9.59166666666667,486.333333333333,12.3375,0,0.975,"10tps|4_nodes"
1620446310,2552.66666666667,0.15,0,346.75,83.9666666666667,347.166666666667,2.41666666666667,0.133333333333333,9.54333333333332,9.50833333333333,486.966666666667,12.4416666666667,0,0.941666666666666,"10tps|4_nodes"
1620446320,2648.83333333333,0.166666666666667,0,356.333333333333,84.9333333333333,356.833333333333,2.25,0,9.54000000000003,9.61666666666667,490.9,12.5416666666667,0,0.958333333333333,"10tps|4_nodes"
1620446330,2742.91666666667,0.083333333333333,0,365.833333333333,83.5,366.25,3.08333333333333,0.366666666666667,9.52999999999999,9.40833333333333,484.6,12.4583333333333,0,0.95,"10tps|4_nodes"
1620446340,2838.41666666667,0.1,0,375.416666666667,84.7666666666667,375.833333333333,3.5,0.466666666666667,9.52666666666666,9.55,489.7,12.45,0,0.958333333333333,"10tps|4_nodes"
1620446350,2934.33333333333,0.1,0,384.916666666667,85.3666666666667,385.333333333333,2.5,0.166666666666667,9.54666666666667,9.59166666666667,494.533333333333,12.675,0,0.95,"10tps|4_nodes"
1620446360,3012.08333333333,0.075,0,392.583333333333,65.3,392.916666666667,1.75,0.1,9.52333333333334,7.775,396.766666666667,11.1333333333333,0,0.766666666666667,"10tps|4_nodes"
1620446370,3042.08333333333,0.05,0,395.666666666667,27.6666666666667,396.083333333333,2.25,0,9.53333333333334,3,227.3,6.8,0,0.308333333333333,"10tps|4_nodes"
1620446380,3074.58333333333,0,0,398.916666666667,27.3333333333333,399.25,2.25,0,9.53,3.25,221.433333333333,4.02916666666667,0,0.325,"10tps|4_nodes"
1620446390,3075.33333333333,0.008333333333333,0,399,5.2,399.333333333333,2.33333333333333,0.166666666666667,9.52666666666666,0.075,125.433333333333,2.44166666666667,0,0.008333333333333,"10tps|4_nodes"
1620446400,3226.25,11.4416666666667,0,402.5,99.5666666666667,403.166666666667,116.75,0.166666666666667,9.53666666666668,15.0916666666667,648.266666666667,11.2125,0,0.35,"10tps|4_nodes"
1620446410,3411.08333333333,11.4416666666667,0,408.416666666667,105.866666666667,408.75,5.41666666666667,0.066666666666667,9.53999999999999,18.4833333333333,661.466666666667,21.3083333333333,0,0.591666666666667,"10tps|4_nodes"
1620446420,3524,18.875,0,415.666666666667,87.4333333333333,416.083333333333,76.4166666666667,0.4,9.53666666666666,11.2916666666667,532.166666666667,18.1541666666667,0,0.725,"10tps|4_nodes"
1620446430,3684.08333333333,13.9916666666667,0,424.25,114.8,424.75,6.91666666666667,0.333333333333333,9.53666666666666,16.0083333333333,681.533333333333,18.0625,0,0.858333333333333,"10tps|4_nodes"
1620446440,3793.88888888889,13.9916666666667,0,433.666666666667,84,434.083333333333,0.944444444444444,0.366666666666667,9.54000000000001,10.9805555555556,487.6,16.0208333333333,0,0.941666666666667,"10tps|4_nodes"
1620446450,3882.83333333333,0.080555555555556,0,442.666666666667,380.933333333333,443,1.75,0.2,9.52333333333333,8.89444444444445,2082.66666666667,11.9083333333333,0,0.9,"10tps|4_nodes"
1620446460,3978.25,0.1,0,452.166666666667,83.9666666666667,452.666666666667,1.58333333333333,0.2,9.54666666666667,9.54166666666667,485.033333333333,12.5625,0,0.95,"10tps|4_nodes"
1620446470,4073.33333333333,0.141666666666667,0,461.666666666667,81.4666666666667,462,2.66666666666667,0.3,9.54333333333332,9.50833333333333,471.7,12.1208333333333,0,0.95,"10tps|4_nodes"
1620446480,4168.75,0.191666666666667,0,471.25,83.4666666666667,471.75,2.33333333333333,0.466666666666667,9.53666666666668,9.54166666666667,481.433333333333,12.025,0,0.958333333333333,"10tps|4_nodes"
1620446490,4264.33333333333,0.108333333333333,0,480.666666666667,80.6333333333333,481.083333333333,2.25,0.5,9.53666666666666,9.55833333333333,468.5,11.9541666666667,0,0.941666666666666,"10tps|4_nodes"
1620446500,4359.08333333333,0.258333333333333,0,490.416666666667,82.2333333333333,490.833333333333,4,0.3,9.52666666666667,9.475,472.633333333333,11.7416666666667,0,0.975,"10tps|4_nodes"
1620446510,4455.16666666667,0.15,0,500.083333333333,82.2,500.583333333333,3.58333333333333,0.466666666666667,9.50999999999998,9.60833333333333,473.1,11.8083333333333,0,0.966666666666667,"10tps|4_nodes"
1620446520,4548.5,0.116666666666667,0,509.416666666667,81.0333333333333,509.916666666667,3.91666666666667,0.333333333333333,9.52333333333336,9.33333333333333,468.9,11.85,0,0.933333333333333,"10tps|4_nodes"
1620446530,4642.38888888889,0.108333333333333,0,518.694444444444,82.5,519.138888888889,2.33333333333333,0,9.54333333333334,9.3888888888889,472.466666666667,11.75,0,0.927777777777779,"10tps|4_nodes"
1620446540,4733.5,0.191666666666667,0,527.75,462.1,528.333333333333,3,0.066666666666667,9.53333333333333,9.1111111111111,2498.53333333333,15.6555555555556,0,0.905555555555554,"10tps|4_nodes"
1620446550,4829.33333333333,0.175,0,537.416666666667,81.5666666666667,537.75,4.75,0.133333333333333,9.53999999999999,9.58333333333333,471.2,15.6263888888889,0,0.966666666666667,"10tps|4_nodes"
