"time","commits_tot","pending_tx_rate","reject_tot","block_num_tot","msg_sent_rate","blocks_count","pending_tx_tot","tx_in_process_rate","rest_api_batch_rate","commits_rate","msg_receive_rate","tx_exec_rate","reject_rate","block_num_rate","test_name"
1620499913,1237.72222222222,0.305555555555555,0,217,163.833333333333,217.444444444444,8.38888888888889,0.966666666666667,5.38333333333333,12.5333333333333,1094.86666666667,13.6722222222222,0,0.844444444444445,"15tps|6_nodes"
1620499923,1380.88888888889,0.038888888888889,0,226.555555555556,178.133333333333,226.611111111111,8.44444444444444,0.7,6.3,14.3166666666667,1178.96666666667,16.7972222222222,0,0.955555555555555,"15tps|6_nodes"
1620499933,1516.88888888889,0.066666666666667,0,235.666666666667,175.6,235.888888888889,9.11111111111111,0.566666666666667,7.12,13.6,1178.86666666667,17.3694444444445,0,0.911111111111111,"15tps|6_nodes"
1620499943,1656.33333333333,0.05,0,244.944444444444,180.533333333333,245.333333333333,8.66666666666667,0.5,7.19333333333334,13.9444444444444,1200.53333333333,17.6611111111111,0,0.927777777777778,"15tps|6_nodes"
1620499953,1801.33333333333,0.061111111111111,0,254.5,178.533333333333,254.555555555556,7.16666666666667,0.233333333333333,8.90666666666666,14.5,1179.9,17.6861111111111,0,0.955555555555555,"15tps|6_nodes"
1620499963,1937.38888888889,0.2,0,263.722222222222,175.966666666667,263.833333333333,8.11111111111111,0.333333333333333,9.82000000000001,13.6055555555555,1177.1,17.4027777777778,0,0.922222222222223,"15tps|6_nodes"
1620499973,2077,0.238888888888889,0,272.888888888889,179.366666666667,273.055555555556,7.27777777777778,0.966666666666667,10.87,13.9611111111111,1198.26666666667,17.625,0,0.916666666666665,"15tps|6_nodes"
1620499983,2217.88888888889,0.25,0,282.444444444444,177.3,282.555555555556,9.77777777777778,0.6,12.1266666666667,14.0888888888889,1169.3,17.5138888888889,0,0.955555555555556,"15tps|6_nodes"
1620499993,2346.91666666667,0.161111111111111,0,291.055555555556,176,291.444444444444,7.83333333333333,0.2,13.3833333333333,12.9027777777778,1168.4,16.5125,0,0.861111111111112,"15tps|6_nodes"
1620500003,2482.55555555556,0.144444444444444,0,300.222222222222,594.733333333333,300.333333333333,6.61111111111111,1.9,13.7766666666667,13.5638888888889,3263.5,16.1,0,0.916666666666665,"15tps|6_nodes"
1620500013,2617.43333333333,0.228888888888889,0,309.366666666667,174.6,309.555555555556,8.34444444444444,2.3,13.8533333333333,13.4877777777778,1163.83333333333,16.5347222222222,0,0.914444444444446,"15tps|6_nodes"
